요양기관명,우편번호,주소,전화번호
사랑내과의원,54545,전북특별자치도 익산시 무왕로9길 5 2층 (영등동 승원빌딩),063-832-2578
이순형내과의원,55023,전북특별자치도 전주시 덕진구 석소로 34 2층 (우아동2가),063-245-7555
건강제일의원,54385,전북특별자치도 김제시 남북로 235 (요촌동),063-548-7771
미앤숨송천의원,54835,전북특별자치도 전주시 덕진구 솔내로 135 (송천동1가),063-252-8496
비타민금구의원,54350,전북특별자치도 김제시 금구면 봉두로 91,063-548-7525
중앙가정의학과의원,54905,전북특별자치도 전주시 덕진구 소리로 192 (호성동1가),063-246-4866
사랑가정의학과의원,54123,전북특별자치도 군산시 문화로 31 (문화동),063-467-4506
이덕수내과의원,55018,전북특별자치도 전주시 덕진구 정언신로 89 (인후동1가),063-241-7582
장인수가정의학과의원,54807,전북특별자치도 전주시 덕진구 쪽구름로 120 (반월동),063-214-7582
최상인내과의원,55086,전북특별자치도 전주시 완산구 거마평로 57 (삼천동1가),063-225-4800
엘소아청소년과의원,54139,전북특별자치도 군산시 하나운로 67 (나운동),063-462-7582
김경년내과의원,54556,전북특별자치도 익산시 부송1로 81 205호 (부송동),063-831-8611
금산제일의원,54348,전북특별자치도 김제시 금산면 원평로 59 59,063-544-2123
원평연합의원,54348,전북특별자치도 김제시 금산면 원평6길 8,063-544-1355
김제형내과의원,54553,전북특별자치도 익산시 무왕로 1167 (어양동),063-833-6850
이상권가정의학과의원,55080,전북특별자치도 전주시 완산구 효자천변2길 14 202호,063-224-7542
튼튼가정의학과의원,54399,전북특별자치도 김제시 금성로 126 (검산동),063-544-5900
참편한가정의학과의원,55063,전북특별자치도 전주시 완산구 호암로 23 201호 (효자동2가 NC25),063-226-7582
유비내과의원,55062,전북특별자치도 전주시 완산구 호암로 85 2층 (효자동2가),063-226-2700
호남누가내과의원,55086,전북특별자치도 전주시 완산구 용리로 42-1,063-228-5358
서울정형외과의원,54081,전북특별자치도 군산시 월명로 295 (수송동),063-460-8800
아남내과의원,55021,전북특별자치도 전주시 덕진구 아중로 159 (인후동1가),063-243-7575
청담내과의원,54905,전북특별자치도 전주시 덕진구 호성1길 37 (호성동1가),063-242-2030
우리정형외과의원,54394,전북특별자치도 김제시 동서로 246 (요촌동),063-545-7000
구기선내과의원,54676,전북특별자치도 익산시 평동로 748 2층 (동산동),063-852-6332
참좋은내과의원,54394,전북특별자치도 김제시 동서로 250 1층 (요촌동),063-544-1675
온누리연합내과의원,55104,전북특별자치도 전주시 완산구 백제대로 54,063-236-9600
이태관내과의원,55018,전북특별자치도 전주시 덕진구 무삼지로 80 2 4층 (인후동1가 이태관내과),063-244-0072
이승렬가정의학과의원,55043,전북특별자치도 전주시 완산구 풍남문4길 3 (전동3가),063-231-1112
푸른가정의학과의원,54376,전북특별자치도 김제시 도작로 114 (검산동),063-542-7575
한솔내과의원,54384,전북특별자치도 김제시 중앙로 96 (요촌동),063-545-8276
김기범내과의원,54394,전북특별자치도 김제시 동서로 260 (요촌동),063-545-7001
한양의원,54307,전북특별자치도 김제시 만경읍 만경로 817,063-545-0010
이정선내과의원,55008,전북특별자치도 전주시 덕진구 안덕원로 256 (인후동1가),063-244-1675
참조은가정의학과의원,54116,전북특별자치도 군산시 미원로 51-1 (삼학동),063-467-3536
김한식내과의원,54408,전북특별자치도 김제시 동서로 158 (요촌동),063-545-0088
드림연합의원,54941,전북특별자치도 전주시 완산구 전룡로 98 (서신동),063-275-7599
김성국내과의원,54511,전북특별자치도 익산시 함열읍 함열로 57,063-861-7535
김제속편한내과의원,54390,전북특별자치도 김제시 서낭당길 16 (요촌동),063-545-3769
위사랑연합내과의원,54962,전북특별자치도 전주시 완산구 유연로 158 2층,063-283-6300
서울수의원,54903,전북특별자치도 전주시 덕진구 호성3길 22-2 2층 (호성동1가 금만빌딩),063-285-9977
연세수가정의학과의원,55048,전북특별자치도 전주시 완산구 용머리로 203,063-232-7588
덕진내과의원,54893,전북특별자치도 전주시 덕진구 기린대로 477 1층 (덕진동1가),063-253-6701
최동석내과의원,54384,전북특별자치도 김제시 남북로 230 (요촌동),063-545-7400
웰빙수의원,54005,전북특별자치도 군산시 가도로 207 4층 402호 (오식도동 맨하탄프라자 오식도동),
군산휴내과의원,54100,전북특별자치도 군산시 월명로 184 현진빌딩 4층 (수송동),063-462-1006
신경덕내과의원,55094,전북특별자치도 전주시 완산구 효동2길 1,063-232-8558
이기훈내과의원,54533,전북특별자치도 익산시 황등면 황등서로 4 1층,063-852-3321
참조은신내과의원,54891,전북특별자치도 전주시 덕진구 가련산로 5 2층 202호 (덕진동2가),063-273-2552
하늘내과의원,54969,전북특별자치도 전주시 완산구 홍산1길 21 105동 2층 202 203호 (효자동2가 서희스타힐스),063-272-0005
미래내과의원,55093,전북특별자치도 전주시 완산구 백제대로 120 전주시 완산구 백제대로 120,063-220-4300
배내과의원,54533,전북특별자치도 익산시 황등면 황금로 6-1,063-856-4401
홍내과의원,54135,전북특별자치도 군산시 백토로 114 2층 (나운동 광명빌딩),063-462-2119
국민내과의원,54978,전북특별자치도 전주시 완산구 신촌3길 19-6 (중화산동2가),063-228-0575
천상열내과의원,54089,전북특별자치도 군산시 축동안3길 3 2층 (수송동),063-468-7585
임진한내과의원,54090,전북특별자치도 군산시 월명로 255 5층 (수송동),063-467-0875
더건강한내과의원,54871,전북특별자치도 전주시 덕진구 기지로 66 스카이락빌딩 302호,063-277-7575
코뿔소내과의원,54848,전북특별자치도 전주시 덕진구 편운로 6 (동산동),063-212-1919
에코내과의원,55149,전북특별자치도 전주시 덕진구 세병로 8 (송천동2가),063-277-3131
만성연합내과산부인과의원,54859,전북특별자치도 전주시 덕진구 만성로 140 4층 (만성동),063-251-0300
송민주내과의원,55135,전북특별자치도 전주시 완산구 모악로 4665 4층 (평화동2가),063-224-1234
위편안내과의원,54607,전북특별자치도 익산시 평동로19길 2 (동산동),063-854-4455
윤의원,54402,전북특별자치도 김제시 두월2길 6 (신풍동),063-547-9900
정한샘 내과의원,54985,전북특별자치도 전주시 완산구 백제대로 224 2층 (중화산동2가),063-226-0200
효천연합내과의원,55065,전북특별자치도 전주시 완산구 천잠로 164 송민빌딩 2층 (효자동2가),063-714-4522
위대한내과의원,55023,전북특별자치도 전주시 덕진구 석소로 32 2층 (우아동2가),063-241-5300
제일탑내과의원,54553,전북특별자치도 익산시 하나로 434 3층 (어양동),063-832-7000
임지현내과의원,54939,전북특별자치도 전주시 덕진구 안덕원로 53 2층 (진북동),063-275-8275
장하림의원,55081,전북특별자치도 전주시 완산구 거마평로 146 1층 (효자동1가),063-236-7975
주내과의원,54654,전북특별자치도 익산시 선화로 65 (모현동1가),063-723-3007
서신위내과의원,54951,전북특별자치도 전주시 완산구 당산로 48 소망빌딩 2층 (서신동),063-254-5678
진내과의원,61482,광주광역시 동구 금남로 250-8 (금남로1가),062-222-3000
조내과의원,61428,광주광역시 동구 경양로 280 (계림동),062-223-9001
김성봉외과의원,61663,광주광역시 남구 양림로 54 (양림동),062-653-0773
염내과의원,61983,광주광역시 서구 대남대로 437 1층 (농성동),062-361-1177
문외과의원,57941,전라남도 순천시 호남길 6 (행동),061-752-1120
조병권내과의원,61206,광주광역시 북구 동문대로 6 2 3층 (풍향동),062-524-7588
호산내과의원,62430,광주광역시 광산구 내상로 16 (송정동),062-942-2002
복음내과의원,61468,광주광역시 동구 제봉로 52 (남동),062-223-8113
플로리다의원,61687,광주광역시 남구 대남대로 175 2층 (주월동),062-655-7582
양산연합의원,61068,광주광역시 북구 하서로 344 2층 (양산동),062-575-5214
김앤김 내과의원,61950,광주광역시 서구 치평로 60 2층 (치평동),062-375-8575
이상명내과의원,61469,광주광역시 동구 제봉로 10 (학동),062-232-7675
김종수내과의원,59035,전라남도 해남군 해남읍 중앙2로 52,061-532-2222
한독내과의원,61164,광주광역시 북구 필문대로 103 (풍향동),062-263-1600
탑가정의학과의원,61746,광주광역시 남구 효우로 81 2층 (노대동),062-655-0034
성경의원,59324,전라남도 장흥군 장흥읍 동교1길 33,061-862-3838
김강호소아청소년과의원,61671,광주광역시 남구 봉선중앙로 86 (봉선동),062-672-9593
연합의원,61667,광주광역시 남구 대남대로 53 (방림동),062-673-9595
참사랑내과의원,61951,광주광역시 서구 상무시민로 75 2층 (치평동),062-671-8558
운남소망의원,58537,전라남도 무안군 운남면 신월로 8,061-453-3233
소망외과의원,61645,광주광역시 남구 독립로 112 (백운동),062-652-1987
윤이호의원,61199,광주광역시 북구 동문대로 114 2층 (두암동),062-264-3385
위생내과의원,61720,광주광역시 남구 서문대로817번길 3-4 (주월동),062-675-0900
서병기내과의원,59458,전라남도 보성군 보성읍 중앙로 61-15,061-852-9878
홍경표내과의원,61261,광주광역시 북구 북문대로 37 (운암동),062-512-8386
김만중내과의원,59040,전라남도 해남군 해남읍 천변1길 8,061-536-3737
국내과의원,61256,광주광역시 북구 북문대로 117 2층 (운암동),062-523-8383
강철민내과의원,57950,전라남도 순천시 이수로 315 1층 (조례동),061-725-2439
사랑내과의원,61161,광주광역시 북구 갈마로 57 3층 (두암동),062-511-2281
양동희내과의원,61617,광주광역시 남구 대남대로 390 (월산동),062-364-7575
정내과의원,61687,광주광역시 남구 봉선로 11 (주월동),062-676-4700
한솔내과의원,61062,광주광역시 북구 매곡로 34 1-3층 (매곡동),062-575-0075
소망내과의원,59458,전라남도 보성군 보성읍 현충로 94,061-852-8811
빛고을가정의원,61997,광주광역시 서구 화정로 109 2층 (쌍촌동),062-375-7572
현대가정의학과의원,61433,광주광역시 동구 필문대로 188 1층 (산수동),062-232-7582
나한식내과의원,58732,전라남도 목포시 자유로 41 2층 (산정동),061-278-6800
양승진내과의원,61645,광주광역시 남구 독립로 108 1층 (백운동),062-675-7666
전인석내과의원,62346,광주광역시 광산구 사암로 271 201호 (월곡동 일신아파트상가),062-953-1630
박일종내과의원,58707,전라남도 목포시 영산로 250-1 2층 (산정동),061-278-9978
메디필내과의원,61932,광주광역시 서구 죽봉대로 76 3층 (농성동),062-351-5522
메디플라워내과의원,61704,광주광역시 남구 봉선로 164 (봉선동),062-676-7574
허경내과의원,61428,광주광역시 동구 경양로 282-1 2층 (계림동),062-225-3799
서울내과의원,61625,광주광역시 남구 대남대로 338 2층 (월산동),062-363-8575
이내과의원,62428,광주광역시 광산구 상무대로 256 2층 (송정동),062-941-1700
망운가정의원,58534,전라남도 무안군 망운면 운해로 1401 1401,061-454-3114
김상도내과의원,61102,광주광역시 북구 북문대로 144 2층 (운암동),062-512-7557
오원주내과의원,62033,광주광역시 서구 운천로 76 2층 (금호동 라인아파트상가 ),062-376-2295
조정곤내과의원,61171,광주광역시 북구 동문대로 157 2층 (두암동),062-261-4900
김형원내과의원,61215,광주광역시 북구 동문대로 19-1 2층 (우산동),062-522-8767
송창훈내과의원,61969,광주광역시 서구 상무대로 923 2~4층 (쌍촌동),062-376-8280
권희식내과의원,61234,광주광역시 북구 무등로 260 (중흥동),062-512-2972
중앙의원,61188,광주광역시 북구 호동로 69 (문흥동),062-268-8288
오재선내과의원,61619,광주광역시 남구 경열로 80 2층 (월산동),062-363-2270
한일의원,59458,전라남도 보성군 보성읍 현충로 23-1,061-852-7588
성심의원,57910,전라남도 순천시 주암면 주암호길 6,061-754-9855
